time_s,C1(mol/m^3),C2(mol/m^3),J1(mol/s),J2(mol/s),J_left_2D(mol/(m s)),J_right_2D(mol/(m s)),J_left_total(mol/s),J_right_total(mol/s),Int_C_domain(mol),balance(mol),target(mol),residual(mol),relative_residual
1290.0,0.01999455738843016,2.761955583402266e-07,-5.546247267937988e-13,1.5626998496837137e-13,-1.1092494535875976e-10,3.1253996993674274e-11,-5.546247267937988e-13,1.5626998496837137e-13,3.844598242062505e-09,5.002552994239187e-06,5e-06,2.5529942391870045e-09,0.0005105988478374009
1320.0,0.019994491593420642,2.955652355829046e-07,-5.482917459571918e-13,1.6141397702231648e-13,-1.0965834919143835e-10,3.2282795404463294e-11,-5.482917459571918e-13,1.6141397702231648e-13,3.877813794694436e-09,5.002574603458751e-06,5e-06,2.57460345875058e-09,0.0005149206917501159
1350.0,0.01999442653087031,3.155398082247424e-07,-5.421879194224751e-13,1.6645477201531532e-13,-1.0843758388449501e-10,3.3290954403063067e-11,-5.421879194224751e-13,1.6645477201531532e-13,3.910072515883369e-09,5.002595590185516e-06,5e-06,2.595590185515542e-09,0.0005191180371031084
1380.0,0.0199943621746822,3.3610668879289215e-07,-5.363015675914678e-13,1.7139067140124788e-13,-1.0726031351829355e-10,3.427813428024957e-11,-5.363015675914678e-13,1.7139067140124788e-13,3.9414020843859695e-09,5.002615972427134e-06,5e-06,2.6159724271338397e-09,0.000523194485426768
1410.0,0.01999429850005313,3.5725314878043523e-07,-5.306219088883987e-13,1.7622049989619243e-13,-1.0612438177767973e-10,3.5244099979238485e-11,-5.306219088883987e-13,1.7622049989619243e-13,3.97182935384219e-09,5.00263576765432e-06,5e-06,2.635767654319849e-09,0.0005271535308639698
1440.0,0.019994235483376782,3.7896637412841675e-07,-5.251389695655151e-13,1.8094354456651235e-13,-1.0502779391310301e-10,3.618870891330247e-11,-5.251389695655151e-13,1.8094354456651235e-13,4.001380382518872e-09,5.002654992820246e-06,5e-06,2.6549928202457325e-09,0.0005309985640491464
1470.0,0.01999417310215631,4.012335140791178e-07,-5.198435039366778e-13,1.855594995891751e-13,-1.0396870078733555e-10,3.711189991783502e-11,-5.198435039366778e-13,1.855594995891751e-13,4.030080460929542e-09,5.002673664378527e-06,5e-06,2.6736643785264908e-09,0.0005347328757052981
1500.0,0.019994111334925468,4.2404172403551846e-07,-5.14726923693093e-13,1.9006841630333855e-13,-1.029453847386186e-10,3.801368326066771e-11,-5.14726923693093e-13,1.9006841630333855e-13,4.057954137659569e-09,5.002691798300036e-06,5e-06,2.69179830003526e-09,0.0005383596600070519
1530.0,0.019994050161177248,4.473782030153382e-07,-5.097812351513628e-13,1.9447065816516455e-13,-1.0195624703027256e-10,3.889413163303291e-11,-5.097812351513628e-13,1.9447065816516455e-13,4.085025243660045e-09,5.002709410088726e-06,5e-06,2.709410088725887e-09,0.0005418820177451773
1560.0,0.019993989561299236,4.712302262418954e-07,-5.049989834474355e-13,1.9876686022131027e-13,-1.0099979668948709e-10,3.975337204426205e-11,-5.049989834474355e-13,1.9876686022131027e-13,4.111316915221142e-09,5.00272651479659e-06,5e-06,2.726514796589838e-09,0.0005453029593179676
1590.0,0.019993929516514897,4.955851733691933e-07,-5.003732028273293e-13,2.0295789272748266e-13,-1.0007464056546586e-10,4.059157854549653e-11,-5.003732028273293e-13,2.0295789272748266e-13,4.1368516157943545e-09,5.002743127037861e-06,5e-06,2.743127037860941e-09,0.0005486254075721882
1620.0,0.019993870008830218,5.204305527957271e-07,-4.958973723009144e-13,2.070448285544486e-13,-9.917947446018289e-11,4.140896571088972e-11,-4.958973723009144e-13,2.070448285544486e-13,4.161651156800487e-09,5.002759261002555e-06,5e-06,2.759261002554359e-09,0.0005518522005108718
1650.0,0.019993811020985092,5.457540224809069e-07,-4.915653760229327e-13,2.1102891404316444e-13,-9.831307520458653e-11,4.220578280863289e-11,-4.915653760229327e-13,2.1102891404316444e-13,4.185736717534178e-09,5.0027749304694275e-06,5e-06,2.7749304694270433e-09,0.0005549860938854086
1680.0,0.01999375253640895,5.715434076399276e-07,-4.873714678484517e-13,2.149115429918393e-13,-9.747429356969034e-11,4.298230859836786e-11,-4.873714678484517e-13,2.149115429918393e-13,4.209128864255524e-09,5.002790148818403e-06,5e-06,2.790148818402858e-09,0.0005580297636805715
1710.0,0.0199936945391802,5.977867156575022e-07,-4.833102395808153e-13,2.186942334797883e-13,-9.666204791616305e-11,4.373884669595766e-11,-4.833102395808153e-13,2.186942334797883e-13,4.2318475685427825e-09,5.002804929042507e-06,5e-06,2.8049290425064276e-09,0.0005609858085012855
1740.0,0.019993637013989103,6.244721485281133e-07,-4.793765924909015e-13,2.2237860725509117e-13,-9.58753184981803e-11,4.4475721451018235e-11,-4.793765924909015e-13,2.2237860725509117e-13,4.253912224967706e-09,5.0028192837593756e-06,5e-06,2.819283759375163e-09,0.0005638567518750326
1770.0,0.019993579946103696,6.515881131002963e-07,-4.755657117386992e-13,2.2596637143485847e-13,-9.511314234773984e-11,4.519327428697169e-11,-4.755657117386992e-13,2.2596637143485847e-13,4.275341668144374e-09,5.002833225222343e-06,5e-06,2.8332252223426863e-09,0.0005666450444685372
1800.0,0.019993523321338493,6.791232293748454e-07,-4.718730433731794e-13,2.2945930228790833e-13,-9.437460867463587e-11,4.589186045758167e-11,-4.718730433731794e-13,2.2945930228790833e-13,4.296154189194496e-09,5.002846765331162e-06,5e-06,2.846765331161421e-09,0.0005693530662322842
1830.0,0.019993467126025663,7.07066337081606e-07,-4.682942736254723e-13,2.3285923088967095e-13,-9.365885472509445e-11,4.657184617793419e-11,-4.682942736254723e-13,2.3285923088967095e-13,4.316367551665725e-09,5.002859915642351e-06,5e-06,2.8599156423507937e-09,0.0005719831284701587
1860.0,0.019993411346988434,7.354065007365641e-07,-4.648253102440665e-13,2.3616803045798453e-13,-9.296506204881331e-11,4.7233606091596904e-11,-4.648253102440665e-13,2.3616803045798453e-13,4.335999006933949e-09,5.0028726873792265e-06,5e-06,2.872687379226105e-09,0.0005745374758452209
1890.0,0.019993355971516556,7.641330133600911e-07,-4.614622656503395e-13,2.393876051960593e-13,-9.22924531300679e-11,4.787752103921186e-11,-4.614622656503395e-13,2.393876051960593e-13,4.35506530911689e-09,5.002885091441596e-06,5e-06,2.885091441595361e-09,0.0005770182883190722
1920.0,0.01999330098734355,7.932353990183186e-07,-4.582014417182729e-13,2.425198804852295e-13,-9.164028834365458e-11,4.8503976097045904e-11,-4.582014417182729e-13,2.425198804852295e-13,4.373582729522447e-09,5.002897138415164e-06,5e-06,2.897138415163882e-09,0.0005794276830327764
1950.0,0.01999324638262563,8.227034143325427e-07,-4.550393160047755e-13,2.4556679428520045e-13,-9.100786320095511e-11,4.911335885704009e-11,-4.550393160047755e-13,2.4556679428520045e-13,4.39156707065291e-09,5.002908838580643e-06,5e-06,2.9088385806424463e-09,0.0005817677161284893
1980.0,0.019993192145922115,8.525270490861445e-07,-4.5197252927672777e-13,2.4853028961334793e-13,-9.039450585534555e-11,4.970605792266958e-11,-4.5197252927672777e-13,2.4853028961334793e-13,4.409033679783811e-09,5.002920201922585e-06,5e-06,2.9202019225843854e-09,0.0005840403845168771
2010.0,0.019993138266177213,8.826965260446222e-07,-4.489978741981566e-13,2.514123079873147e-13,-8.979957483963131e-11,5.028246159746294e-11,-4.489978741981566e-13,2.514123079873147e-13,4.425997462134147e-09,5.002931238137949e-06,5e-06,2.9312381379482404e-09,0.000586247627589648
2040.0,0.019993084732703004,9.132023000918268e-07,-4.461122850562003e-13,2.5421478372670625e-13,-8.922245701124006e-11,5.084295674534125e-11,-4.461122850562003e-13,2.5421478372670625e-13,4.442472893643908e-09,5.002941956644418e-06,5e-06,2.9419566444173194e-09,0.0005883913288834638
2070.0,0.019993031535163595,9.44035056774252e-07,-4.43312828417965e-13,2.5693963902021e-13,-8.8662565683593e-11,5.1387927804042e-11,-4.43312828417965e-13,2.5693963902021e-13,4.458474033372526e-09,5.0029523665884656e-06,5e-06,2.952366588465145e-09,0.000590473317693029
2100.0,0.019992978663560243,9.751857103351329e-07,-4.405966946222998e-13,2.5958877967400597e-13,-8.811933892445996e-11,5.191775593480119e-11,-4.405966946222998e-13,2.5958877967400597e-13,4.474014535532092e-09,5.0029624768531765e-06,5e-06,2.96247685317611e-09,0.0005924953706352219
2130.0,0.019992926108217443,1.0066454013110505e-06,-4.379611900208125e-13,2.621640914659798e-13,-8.759223800416249e-11,5.243281829319596e-11,-4.379611900208125e-13,2.621640914659798e-13,4.489107661167153e-09,5.002972296065856e-06,5e-06,2.9722960658552203e-09,0.0005944592131710441
2160.0,0.019992873859769857,1.0384054937556173e-06,-4.354037298920779e-13,2.6466743703805896e-13,-8.708074597841558e-11,5.293348740761179e-11,-4.354037298920779e-13,2.6466743703805896e-13,4.503766289493119e-09,5.002981832605397e-06,5e-06,2.9818326053964364e-09,0.0005963665210792872
2190.0,0.01999282190915002,1.0704575721475432e-06,-4.3292183196085065e-13,2.671006532660459e-13,-8.658436639217013e-11,5.342013065320919e-11,-4.3292183196085065e-13,2.671006532660459e-13,4.518002928903854e-09,5.0029910946094464e-06,5e-06,2.991094609446029e-09,0.0005982189218892058
2220.0,0.019992770247576768,1.1027934380338646e-06,-4.3051311046167105e-13,2.694655490526785e-13,-8.610262209233421e-11,5.3893109810535696e-11,-4.3051311046167105e-13,2.694655490526785e-13,4.5318297276592835e-09,5.00300008998136e-06,5e-06,3.0000899813592625e-09,0.0006000179962718524
2250.0,0.019992718866544287,1.1354051064533084e-06,-4.2817527069264644e-13,2.7176390349536474e-13,-8.563505413852928e-11,5.435278069907295e-11,-4.2817527069264644e-13,2.7176390349536474e-13,4.545258484262469e-09,5.003008826396948e-06,5e-06,3.0088263969478573e-09,0.0006017652793895715
2280.0,0.019992667757811805,1.168284802179531e-06,-4.2590610401093096e-13,2.739974643851887e-13,-8.518122080218619e-11,5.479949287703773e-11,-4.2590610401093096e-13,2.739974643851887e-13,4.5583006575361084e-09,5.003017311311032e-06,5e-06,3.0173113110317916e-09,0.0006034622622063583
2310.0,0.01999261691339382,1.2014249558193399e-06,-4.2370348322661945e-13,2.761679469984071e-13,-8.474069664532389e-11,5.5233589399681416e-11,-4.2370348322661945e-13,2.761679469984071e-13,4.570967376407118e-09,5.003025551963817e-06,5e-06,3.0255519638166116e-09,0.0006051103927633223
2340.0,0.01999256632555082,1.2348181997968368e-06,-4.2156535835629414e-13,2.782770331458068e-13,-8.431307167125882e-11,5.565540662916136e-11,-4.2156535835629414e-13,2.782770331458068e-13,4.583269449408472e-09,5.003033555387063e-06,5e-06,3.0335553870623722e-09,0.0006067110774124744
2370.0,0.019992515986780493,1.2684573642507187e-06,-4.1948975270155125e-13,2.8032637044901717e-13,-8.389795054031025e-11,5.606527408980343e-11,-4.1948975270155125e-13,2.8032637044901717e-13,4.5952173739062896e-09,5.003041328410093e-06,5e-06,3.0413284100924896e-09,0.0006082656820184979
2400.0,0.019992465889809387,1.3023354728686642e-06,-4.1747475922147223e-13,2.823175718162132e-13,-8.349495184429445e-11,5.646351436324264e-11,-4.1747475922147223e-13,2.823175718162132e-13,4.606821345060631e-09,5.003048877665625e-06,5e-06,3.048877665624715e-09,0.000609775533124943
2430.0,0.019992416027584923,1.3364457386797805e-06,-4.1551853717116233e-13,2.842522150926342e-13,-8.310370743423246e-11,5.6850443018526836e-11,-4.1551853717116233e-13,2.842522150926342e-13,4.6180912645276644e-09,5.003056209595429e-06,5e-06,3.056209595428469e-09,0.0006112419190856937
2460.0,0.019992366393267843,1.3707815598234638e-06,-4.136193089815297e-13,2.861318428640258e-13,-8.272386179630594e-11,5.722636857280516e-11,-4.136193089815297e-13,2.861318428640258e-13,4.6290367489107675e-09,5.003063330455827e-06,5e-06,3.0633304558263188e-09,0.0006126660911652637
2490.0,0.01999231698022496,1.4053365153106855e-06,-4.1177535735782045e-13,2.8795796239351236e-13,-8.235507147156409e-11,5.7591592478702474e-11,-4.1177535735782045e-13,2.8795796239351236e-13,4.6396671379680925e-09,5.003070246323036e-06,5e-06,3.07024632303537e-09,0.000614049264607074
2520.0,0.019992267782022254,1.4401043607916314e-06,-4.099850225769445e-13,2.897320456745502e-13,-8.19970045153889e-11,5.7946409134910036e-11,-4.099850225769445e-13,2.897320456745502e-13,4.649991502583364e-09,5.003076963098345e-06,5e-06,3.07696309834433e-09,0.000615392619668866
2550.0,0.01999221879241826,1.4750790243417759e-06,-4.082466999655333e-13,2.9145552958453656e-13,-8.164933999310666e-11,5.829110591690731e-11,-4.082466999655333e-13,2.9145552958453656e-13,4.660018652507091e-09,5.003083486513157e-06,5e-06,3.083486513156744e-09,0.0006166973026313488
2580.0,0.019992170005357753,1.5102546022768195e-06,-4.065588375425516e-13,2.9312981612536544e-13,-8.131176750851032e-11,5.862596322507309e-11,-4.065588375425516e-13,2.9312981612536544e-13,4.66975714387475e-09,5.003089822133882e-06,5e-06,3.0898221338817623e-09,0.0006179644267763525
2610.0,0.019992121414965695,1.54562535500547e-06,-4.0491993381197775e-13,2.9475627273875257e-13,-8.098398676239554e-11,5.895125454775051e-11,-4.0491993381197775e-13,2.9475627273875257e-13,4.679215286508248e-09,5.003095975366683e-06,5e-06,3.0959753666826064e-09,0.0006191950733365212
2640.0,0.019992073015541414,1.5811857029277332e-06,-4.0332853569241783e-13,2.96336232685527e-13,-8.066570713848357e-11,5.92672465371054e-11,-4.0332853569241783e-13,2.96336232685527e-13,4.688401151007252e-09,5.003101951462093e-06,5e-06,3.1019514620928996e-09,0.0006203902924185799
2670.0,0.019992024801553026,1.6169302223852501e-06,-4.0178323657192545e-13,2.978709954793103e-13,-8.035664731438509e-11,5.957419909586206e-11,-4.0178323657192545e-13,2.978709954793103e-13,4.69732257563618e-09,5.003107755519489e-06,5e-06,3.107755519489001e-09,0.0006215511038978001
2700.0,0.019991976767632088,1.652853641669182e-06,-4.002826744774485e-13,2.9936182736609566e-13,-8.00565348954897e-11,5.987236547321913e-11,-4.002826744774485e-13,2.9936182736609566e-13,4.705987173012824e-09,5.003113392491453e-06,5e-06,3.1133924914522238e-09,0.0006226784982904447
2730.0,0.01999192890856845,1.6889508370902483e-06,-3.98825530349345e-13,3.008099618422192e-13,-7.976510606986899e-11,6.016199236844384e-11,-3.98825530349345e-13,3.008099618422192e-13,4.714402336604482e-09,5.003118867187989e-06,5e-06,3.1188671879887555e-09,0.0006237734375977511
2760.0,0.01999188121930528,1.725216829114738e-06,-3.97410526412389e-13,3.0221660020408203e-13,-7.94821052824778e-11,6.04433200408164e-11,-3.97410526412389e-13,3.0221660020408203e-13,4.72257524703693e-09,5.003124184280635e-06,5e-06,3.124184280634378e-09,0.0006248368561268756
2790.0,0.01999183369493432,1.7616467785695895e-06,-3.960364246354914e-13,3.0358291212376244e-13,-7.920728492709828e-11,6.071658242475249e-11,-3.960364246354914e-13,3.0358291212376244e-13,4.7305128782217545e-09,5.0031293483064436e-06,5e-06,3.129348306443146e-09,0.0006258696612886291
2820.0,0.019991786330691284,1.7982359829190315e-06,-3.9470202527316366e-13,3.0491003624534915e-13,-7.894040505463273e-11,6.098200724906983e-11,-3.9470202527316366e-13,3.0491003624534915e-13,4.738222003307354e-09,5.003134363671859e-06,5e-06,3.134363671858328e-09,0.0006268727343716656
2850.0,0.019991739121951426,1.834979872614724e-06,-3.9340616548234607e-13,3.061990807974399e-13,-7.868123309646922e-11,6.123981615948798e-11,-3.9340616548234607e-13,3.061990807974399e-13,4.745709200458444e-09,5.003139234656469e-06,5e-06,3.1392346564689978e-09,0.0006278469312937995
2880.0,0.019991692064225266,1.8718740075208614e-06,-3.9214771800893745e-13,3.0745112421780956e-13,-7.842954360178749e-11,6.149022484356192e-11,-3.9214771800893745e-13,3.0745112421780956e-13,4.752980858469337e-09,5.003143965416665e-06,5e-06,3.14396541666498e-09,0.000628793083332996
2910.0,0.01999164515315447,1.908914073415269e-06,-3.9092558993880437e-13,3.086672157867297e-13,-7.818511798776087e-11,6.173344315734594e-11,-3.9092558993880437e-13,3.086672157867297e-13,4.7600431822154835e-09,5.003148559989187e-06,5e-06,3.1485599891867668e-09,0.0006297119978373534
2940.0,0.019991598384507894,1.9460958785671732e-06,-3.8973872150859446e-13,3.098483762658666e-13,-7.794774430171889e-11,6.196967525317332e-11,-3.8973872150859446e-13,3.098483762658666e-13,4.766902197948123e-09,5.003153022294563e-06,5e-06,3.153022294562777e-09,0.0006306044589125554
2970.0,0.019991551754177703,1.983415350391982e-06,-3.88586084972102e-13,3.109955985400725e-13,-7.77172169944204e-11,6.21991197080145e-11,-3.88586084972102e-13,3.109955985400725e-13,4.77356375843649e-09,5.00315735614046e-06,5e-06,3.1573561404593716e-09,0.0006314712280918743
3000.0,0.019991505258175682,2.020868532183149e-06,-3.874666835183048e-13,3.121098482597234e-13,-7.749333670366096e-11,6.242196965194468e-11,-3.874666835183048e-13,3.121098482597234e-13,4.7800335479620085e-09,5.003161565224929e-06,5e-06,3.1615652249283773e-09,0.0006323130449856755
3030.0,0.019991458892629654,2.0584515799209375e-06,-3.8637955023757235e-13,3.1319206448157076e-13,-7.727591004751446e-11,6.263841289631415e-11,-3.8637955023757235e-13,3.1319206448157076e-13,4.786317087168664e-09,5.003165653139563e-06,5e-06,3.1656531395622854e-09,0.000633130627912457
3060.0,0.01999141265378,2.096160759157699e-06,-3.8532374713286524e-13,3.142431603063465e-13,-7.706474942657305e-11,6.28486320612693e-11,-3.8532374713286524e-13,3.142431603063465e-13,4.7924197377737815e-09,5.003169623372563e-06,5e-06,3.1696233725622043e-09,0.0006339246745124408
3090.0,0.019991366537976295,2.1339924419790903e-06,-3.842983641729733e-13,3.1526402351159725e-13,-7.685967283459466e-11,6.305280470231945e-11,-3.842983641729733e-13,3.1526402351159725e-13,4.7983467071431586e-09,5.003173479311712e-06,5e-06,3.1734793117117925e-09,0.0006346958623423584
3120.0,0.01999132054167409,2.171943104040504e-06,-3.8330251838518036e-13,3.1625551717844645e-13,-7.666050367703607e-11,6.325110343568929e-11,-3.8330251838518036e-13,3.1625551717844645e-13,4.8041030527345095e-09,5.003177224247267e-06,5e-06,3.177224247266488e-09,0.0006354448494532975
3150.0,0.019991274661431732,2.210009321677844e-06,-3.823353529849014e-13,3.172184803111683e-13,-7.646707059698028e-11,6.344369606223366e-11,-3.823353529849014e-13,3.172184803111683e-13,4.809693686412971e-09,5.003180861374766e-06,5e-06,3.180861374765657e-09,0.0006361722749531314
3180.0,0.01999122889390735,2.248187769091679e-06,-3.813960365400859e-13,3.181537284486278e-13,-7.627920730801718e-11,6.363074568972556e-11,-3.813960365400859e-13,3.181537284486278e-13,4.815123378642376e-09,5.003184393797753e-06,5e-06,3.1843937977524183e-09,0.0006368787595504836
3210.0,0.01999118323585589,2.2864752156036935e-06,-3.8048376216836395e-13,3.190620542667901e-13,-7.609675243367279e-11,6.381241085335802e-11,-3.8048376216836395e-13,3.190620542667901e-13,4.82039676255591e-09,5.0031878245304295e-06,5e-06,3.18782453042909e-09,0.000637564906085818
3240.0,0.01999113768412628,2.3248685229842907e-06,-3.7959774676503413e-13,3.1994422817163984e-13,-7.591954935300682e-11,6.398884563432797e-11,-3.7959774676503413e-13,3.1994422817163984e-13,4.8255183379095245e-09,5.003191156500225e-06,5e-06,3.191156500224547e-09,0.0006382313000449093
3270.0,0.019991092235658647,2.363364642850126e-06,-3.787372302602366e-13,3.208009988819572e-13,-7.574744605204732e-11,6.416019977639143e-11,-3.787372302602366e-13,3.208009988819572e-13,4.830492474921559e-09,5.003194392550296e-06,5e-06,3.194392550295509e-09,0.0006388785100591018
3300.0,0.01999104688748166,2.4019606141303072e-06,-3.779014749036878e-13,3.2163309400151156e-13,-7.558029498073756e-11,6.432661880030231e-11,-3.779014749036878e-13,3.2163309400151156e-13,4.835323418001801e-09,5.0031975354419495e-06,5e-06,3.197535441949056e-09,0.0006395070883898112
3330.0,0.01999100163670991,2.4406535605999453e-06,-3.770897645755453e-13,3.2244122058031773e-13,-7.541795291510906e-11,6.448824411606354e-11,-3.770897645755453e-13,3.2244122058031773e-13,4.840015289373333e-09,5.003200587857e-06,5e-06,3.2005878569999185e-09,0.0006401175713999837
3360.0,0.019990956480541416,2.4794406884797075e-06,-3.7630140412206583e-13,3.232260656646835e-13,-7.526028082441316e-11,6.46452131329367e-11,-3.7630140412206583e-13,3.232260656646835e-13,4.844572092589886e-09,5.003203552400064e-06,5e-06,3.203552400063398e-09,0.0006407104800126796
3390.0,0.01999091141625517,2.5183192841000085e-06,-3.7553571871481416e-13,3.2398829683584427e-13,-7.510714374296283e-11,6.479765936716885e-11,-3.7553571871481416e-13,3.2398829683584427e-13,4.848997715952126e-09,5.00320643160077e-06,5e-06,3.2064316007695106e-09,0.0006412863201539021
3420.0,0.019990866441208784,2.5572867116284542e-06,-3.7479205323224836e-13,3.2472856273704414e-13,-7.495841064644967e-11,6.494571254740883e-11,-3.7479205323224836e-13,3.2472856273704414e-13,4.853295935825495e-09,5.003209227915928e-06,5e-06,3.209227915928002e-09,0.0006418455831856003
3450.0,0.019990821552836182,2.5963404108591314e-06,-3.740697716626851e-13,3.2544749358897636e-13,-7.481395433253702e-11,6.508949871779527e-11,-3.740697716626851e-13,3.2544749358897636e-13,4.8574704198626094e-09,5.003211943731623e-06,5e-06,3.2119437316222143e-09,0.0006423887463244428
3480.0,0.0199907767486454,2.635477895062357e-06,-3.733682565275652e-13,3.261457016935451e-13,-7.467365130551304e-11,6.522914033870902e-11,-3.733682565275652e-13,3.261457016935451e-13,4.861524730132784e-09,5.003214581365248e-06,5e-06,3.214581365247894e-09,0.0006429162730495788
3510.0,0.019990732026216405,2.67469674889347e-06,-3.726869083241809e-13,3.26823781925944e-13,-7.453738166483618e-11,6.53647563851888e-11,-3.726869083241809e-13,3.26823781925944e-13,4.865462326161612e-09,5.003217143067486e-06,5e-06,3.2171430674859315e-09,0.0006434286134971862
3540.0,0.019990687383199004,2.7139946263592817e-06,-3.720251449869434e-13,3.2748231221509596e-13,-7.440502899738868e-11,6.549646244301919e-11,-3.720251449869434e-13,3.2748231221509596e-13,4.869286567882886e-09,5.003219631024224e-06,5e-06,3.2196310242234316e-09,0.0006439262048446863
3570.0,0.019990642817310837,2.7533692488407836e-06,-3.713824013664245e-13,3.2812185401251394e-13,-7.42764802732849e-11,6.562437080250278e-11,-3.713824013664245e-13,3.2812185401251394e-13,4.873000718505685e-09,5.003222047358426e-06,5e-06,3.222047358425657e-09,0.0006444094716851314
3600.0,0.019990598326335388,2.792818403170745e-06,-3.707581287254189e-13,3.2874295274968074e-13,-7.415162574508378e-11,6.574859054993615e-11,-3.707581287254189e-13,3.2874295274968074e-13,4.876607947298795e-09,5.003224394131938e-06,5e-06,3.2243941319376663e-09,0.0006448788263875333
3630.0,0.01999055390812008,2.8323399397648327e-06,-3.7015179425130464e-13,3.293461382840644e-13,-7.403035885026093e-11,6.586922765681288e-11,-3.7015179425130464e-13,3.293461382840644e-13,4.880111332295101e-09,5.003226673347257e-06,5e-06,3.2266733472563087e-09,0.0006453346694512617
3660.0,0.01999050956057441,2.871931770804901e-06,-3.6956288058405553e-13,3.299319253339019e-13,-7.39125761168111e-11,6.598638506678038e-11,-3.6956288058405553e-13,3.299319253339019e-13,4.883513862917981e-09,5.003228886949221e-06,5e-06,3.2288869492209e-09,0.00064577738984418
3690.0,0.019990465281668167,2.91159186847313e-06,-3.6899088535927317e-13,3.3050081390190814e-13,-7.379817707185463e-11,6.610016278038163e-11,-3.6899088535927317e-13,3.3050081390190814e-13,4.8868184425322335e-09,5.0032310368266925e-06,5e-06,3.2310368266920425e-09,0.0006462073653384085
3720.0,0.01999042106942967,2.9513182632356987e-06,-3.684353207656775e-13,3.310532896880713e-13,-7.36870641531355e-11,6.621065793761426e-11,-3.684353207656775e-13,3.310532896880713e-13,4.890027890921471e-09,5.003233124814149e-06,5e-06,3.2331248141482825e-09,0.0006466249628296564
3750.0,0.019990376921944098,2.9911090421747044e-06,-3.678957131164703e-13,3.3158982449171595e-13,-7.357914262329406e-11,6.631796489834319e-11,-3.678957131164703e-13,3.3158982449171595e-13,4.89314494669423e-09,5.003235152693263e-06,5e-06,3.235152693262438e-09,0.0006470305386524876
3780.0,0.019990332837351805,3.030962347367067e-06,-3.6737160243407876e-13,3.3211087660301927e-13,-7.347432048681575e-11,6.642217532060385e-11,-3.6737160243407876e-13,3.3211087660301927e-13,4.8961722696208564e-09,5.003237122194414e-06,5e-06,3.2371221944135534e-09,0.0006474244388827106
3810.0,0.019990288813846766,3.0708763743091676e-06,-3.6686254204774603e-13,3.326168911841749e-13,-7.337250840954921e-11,6.652337823683498e-11,-3.6686254204774603e-13,3.326168911841749e-13,4.8991124429029955e-09,5.003239034998172e-06,5e-06,3.239034998171747e-09,0.0006478069996343494
3840.0,0.019990244849674984,3.110849370386016e-06,-3.6636809820357e-13,3.33108300640404e-13,-7.3273619640714e-11,6.66216601280808e-11,-3.6636809820357e-13,3.33108300640404e-13,4.901967975377922e-09,5.00324089273672e-06,5e-06,3.240892736719533e-09,0.0006481785473439065
3870.0,0.01999020094313302,3.1508796333837384e-06,-3.6588784968646113e-13,3.3358552498102123e-13,-7.317756993729222e-11,6.671710499620424e-11,-3.6588784968646113e-13,3.3358552498102123e-13,4.904741303659233e-09,5.00324269699526e-06,5e-06,3.2426969952595907e-09,0.0006485393990519181
3900.0,0.019990157092566522,3.19096551004423e-06,-3.65421387453659e-13,3.3404897217076154e-13,-7.30842774907318e-11,6.680979443415231e-11,-3.65421387453659e-13,3.3404897217076154e-13,4.907434794216063e-09,5.003244449313358e-06,5e-06,3.244449313357311e-09,0.0006488898626714622
3930.0,0.019990113296368812,3.2311053946608197e-06,-3.649683142793924e-13,3.344990384715796e-13,-7.299366285587849e-11,6.689980769431592e-11,-3.649683142793924e-13,3.344990384715796e-13,4.910050745392353e-09,5.00324615118626e-06,5e-06,3.2461511862596267e-09,0.0006492302372519253
3960.0,0.019990069552979484,3.271297727713835e-06,-3.6452824441027436e-13,3.349361087751326e-13,-7.290564888205487e-11,6.698722175502652e-11,-3.6452824441027436e-13,3.349361087751326e-13,4.912591389368036e-09,5.003247804066168e-06,5e-06,3.2478040661672566e-09,0.0006495608132334513
3990.0,0.0199900258608831,3.311540994544975e-06,-3.6410080323108813e-13,3.3536055692616216e-13,-7.282016064621763e-11,6.707211138523243e-11,-3.6410080323108813e-13,3.3536055692616216e-13,4.9150588940637005e-09,5.003249409363475e-06,5e-06,3.249409363474761e-09,0.0006498818726949522
4020.0,0.019989982218607868,3.3518337240694124e-06,-3.636856269406348e-13,3.3577274603698285e-13,-7.273712538812696e-11,6.715454920739657e-11,-3.636856269406348e-13,3.3577274603698285e-13,4.917455364990534e-09,5.0032509684479754e-06,5e-06,3.2509684479750233e-09,0.0006501936895950047
4050.0,0.0199899386247244,3.392174487524608e-06,-3.6328236223725953e-13,3.3617302879329474e-13,-7.26564724474519e-11,6.723460575865895e-11,-3.6328236223725953e-13,3.3617302879329474e-13,4.919782847046889e-09,5.0032524826500286e-06,5e-06,3.2524826500281547e-09,0.0006504965300056309
4080.0,0.019989895077844478,3.4325618972547906e-06,-3.6289066601378545e-13,3.36561747751523e-13,-7.257813320275709e-11,6.73123495503046e-11,-3.6289066601378545e-13,3.36561747751523e-13,4.922043326263241e-09,5.003253953261696e-06,5e-06,3.253953261695672e-09,0.0006507906523391344
4110.0,0.01998985157661987,3.472994605530138e-06,-3.6251020506151166e-13,3.3693923562789983e-13,-7.250204101230232e-11,6.738784712557997e-11,-3.6251020506151166e-13,3.3693923562789983e-13,4.924238731496786e-09,5.003255381537846e-06,5e-06,3.2553815378458747e-09,0.0006510763075691749
